131,1990,23,4435,6359,1870,67,0,1,1
9,1990,1,36000,41101,3759,250,1,3,4
24,1990,4,12279,28651,2560,110,0,2,2
57,1990,12,58500,3650,3031,247,1,3,4
2,1990,1,8748,2.2821e+05,2390,102,0,2,2
41,1990,7,26900,8670,3042,130,1,2,2
48,1990,9,62500,6715,3915,201,1,2,3
79,1990,18,9483,2.1529e+05,2529,98,0,1,2
120,1990,19,27825,62953,3607,170,1,2,2
80,1990,18,10025,70753,2602,98,0,1,2
89,1990,18,29246,20239,3779,225,1,3,3
88,1990,18,27986,1.4869e+05,4025,150,1,1,2
18,1990,3,6635,1.8724e+05,2127,70,0,1,1
106,1990,19,12395,28368,2954,110,0,1,2
94,1990,19,8799,1.2342e+05,2478,96,0,1,2
90,1990,18,29422,62732,3663,140,1,1,2
40,1990,7,23990,3380,2789,130,1,2,2
116,1990,19,21995,14614,3462,165,1,2,2
12,1990,2,12249,3839,2388,90,0,1,2
22,1990,3,24760,53666,3139,160,1,2,3
43,1990,8,24650,28819,2810,168,1,3,3
84,1990,18,15065,96803,3131,140,1,2,2
111,1990,19,15200,90428,3237,135,1,2,2
10,1990,2,7399,49479,2304,90,0,1,2
78,1990,18,9456,1.2414e+05,2759,88,0,1,1
99,1990,19,10544,2.0215e+05,2566,110,0,2,2
33,1990,6,33965,8627,3303,144,1,2,2
105,1990,19,12160,47628,2837,110,0,1,2
45,1990,8,49000,10460,3835,208,1,2,3
67,1990,16,12495,57881,2863,100,0,1,1
85,1990,18,15816,76313,3608,140,1,1,2
126,1990,20,20950,1549,2548,120,0,2,2
82,1990,18,12640,3.1327e+05,2956,90,0,1,1
34,1990,7,7225,22640,2172,81,0,1,2
28,1990,5,5866,14363,1820,73,0,2,2
27,1990,4,23300,16535,3477,158,1,2,2
122,1990,19,28855,22832,3426,180,1,2,3
104,1990,19,12140,2.1829e+05,3113,110,0,1,1
129,1990,22,39700,4013,3903,223,1,2,3
29,1990,5,11499,44906,2620,130,0,2,2
5,1990,1,14898,14257,2599,130,0,2,2
14,1990,2,17899,1.0007e+05,3086,160,1,2,3
95,1990,19,9495,2.7718e+05,2635,95,0,1,1
46,1990,9,31600,14145,2955,158,1,2,3
13,1990,2,13249,56463,2651,140,0,2,3
107,1990,19,13259,1.1218e+05,2839,110,1,1,2
69,1990,16,13005,28227,2711,135,0,2,2
59,1990,16,6851,39602,2194,81,0,1,1
124,1990,19,31979,22690,3255,245,1,3,4
19,1990,3,11950,83599,2549,130,0,2,3
87,1990,18,17784,1.0174e+05,3832,150,1,1,2
111,1991,19,18865,1.0682e+05,3237,135,1,2,2
88,1991,18,30888,1.7549e+05,4025,150,1,1,2
18,1991,3,6070,1.9677e+05,2134,70,0,1,1
93,1991,19,8061,3.1001e+05,2447,95,0,1,2
30,1991,5,13570,1486,2455,106,0,2,2
62,1991,16,9843,1007,2271,81,0,1,1
67,1991,16,11412,61018,2815,100,0,1,1
104,1991,19,11328,2.2924e+05,3037,110,0,1,1
1,1991,1,7218,95444,2020,78,0,1,2
95,1991,19,9098,2.9122e+05,2635,95,1,1,1
66,1991,16,10790,42279,2524,92,0,1,1
38,1991,7,15038,7970,2307,94,1,2,2
71,1991,16,16948,18953,3023,150,0,2,2
20,1991,3,12580,4.38e+05,2738,125,1,2,2
14,1991,2,19335,1.1818e+05,3125,160,1,2,3
72,1991,16,18837,41072,3143,141,0,2,2
99,1991,19,11560,2.1231e+05,2556,110,0,2,2
91,1991,19,6807,55056,1620,55,1,1,1
107,1991,19,14520,1.3228e+05,2839,110,1,1,2
87,1991,18,19150,1.2013e+05,3832,150,1,1,2
109,1991,19,16208,1.8157e+05,3803,170,1,2,2
56,1991,12,45913,2970,2998,208,1,3,4
106,1991,19,12809,29740,2910,110,0,1,2
126,1991,20,22140,1717,2548,120,0,2,2
98,1991,19,9757,1.151e+05,2347,102,1,2,2
25,1991,4,13144,67396,2610,110,0,2,2
23,1991,4,8396,24139,2238,90,0,2,2
2,1991,1,9307,2.398e+05,2390,102,0,2,2
39,1991,7,20908,5068,2612,108,1,2,2
105,1991,19,13551,50205,2837,110,1,1,2
15,1991,2,27461,7783,3333,162,1,2,2
89,1991,18,33284,23936,3779,247,1,3,4
41,1991,7,30642,10318,2996,130,1,2,2
58,1991,13,11655,3463,2411,130,0,2,3
121,1991,19,31470,7645,3347,165,1,2,2
68,1991,16,13737,1.1384e+05,2938,100,0,1,1
52,1991,10,11701,52272,2524,92,1,1,1
12,1991,2,11594,3866,2388,90,0,1,2
69,1991,16,14059,29633,2711,135,1,2,2
32,1991,6,23932,54402,2954,125,1,2,2
75,1991,18,7832,54929,1785,63,1,1,1
9,1991,1,39655,48360,3759,250,1,3,4
50,1991,10,5854,4879,2336,83,0,1,1
31,1991,6,21085,38339,2919,114,1,1,2
103,1991,19,13574,1.4008e+05,2736,110,0,2,2
57,1991,12,65065,4219,3031,247,1,3,4
36,1991,7,11299,61119,2275,100,0,2,2
100,1991,19,11953,97580,2558,121,0,2,2
122,1991,19,32780,26662,3426,180,1,2,3
61,1991,16,10353,68891,2615,93,0,1,1
21,1991,3,14142,39567,2566,105,0,2,2
60,1991,16,9256,34955,2610,93,0,1,1
83,1991,18,17194,1.2508e+05,3545,140,1,2,2
59,1991,16,7748,41324,2194,81,0,1,1
94,1991,19,10125,1.2963e+05,2478,96,0,1,2
74,1991,16,29123,15864,3570,150,1,2,2
43,1991,8,27643,33843,2810,168,1,3,3
24,1991,4,12138,30023,2560,110,0,2,2
70,1991,16,15793,13110,3077,150,0,2,2
7,1991,1,24561,15145,3417,190,1,2,3
11,1991,2,10610,80618,2788,138,0,2,2
76,1991,18,7076,3.0311e+05,2168,90,1,2,2
17,1991,2,43874,16426,3950,278,1,3,4
19,1991,3,11292,87700,2549,130,0,2,3
64,1991,16,10299,1.172e+05,2798,100,0,1,1
48,1991,9,69955,7861,3915,221,1,2,3
10,1991,2,8061,52020,2304,90,0,1,2
125,1991,19,59254,4350,3446,200,1,3,3
28,1991,5,6047,15151,1849,73,0,2,2
51,1991,10,5322,52074,2205,81,0,1,1
115,1991,19,21928,56546,3325,181,1,2,3
6,1991,1,24167,26337,3164,156,1,2,2
129,1991,22,43609,4716,3907,223,1,2,3
102,1991,19,12425,40464,3106,140,0,2,2
54,1991,11,20996,5214,2743,128,1,2,2
92,1991,19,7059,41026,2136,74,0,1,1
124,1991,19,36107,26489,3255,245,1,3,4
45,1991,8,55665,12335,3768,208,1,2,3
29,1991,5,11939,46997,2606,130,1,2,2
4,1991,1,12350,82293,2471,103,0,2,2
81,1991,18,11639,1.0811e+05,2730,110,0,2,2
120,1991,19,31307,74086,3607,170,1,2,2
33,1991,6,37627,10163,3303,158,1,2,2
8,1991,1,24487,7555,3463,200,1,3,3
34,1991,7,8580,23506,2172,81,0,1,2
40,1991,7,27742,4030,2789,130,1,2,2
80,1991,18,11101,74409,2559,98,0,1,2
3,1991,1,9928,2.9872e+05,2690,126,1,2,2
82,1991,18,13937,3.289e+05,2956,90,0,1,1
119,1991,19,29957,35159,4283,154,1,1,1
101,1991,19,10507,81444,3107,140,0,2,2
118,1991,19,30960,1.9936e+05,3466,180,1,2,3
90,1991,18,34062,74243,3663,140,1,1,2
117,1991,19,25875,23689,3463,181,1,2,3
127,1991,21,7405,1.0584e+05,2040,81,0,2,2
65,1991,16,10600,95484,2798,100,0,1,1
79,1991,18,7738,2.2594e+05,2529,98,1,1,2
37,1991,7,16960,21528,3985,134,1,1,1
77,1991,18,8382,36252,2240,82,0,1,1
53,1991,10,11325,42975,2667,102,0,1,2
27,1991,4,27151,19889,3426,158,1,2,2
5,1991,1,15339,14978,2559,130,0,2,3
96,1991,19,11298,1.0806e+05,2551,110,0,2,2
113,1991,19,16682,1.1916e+05,3248,165,1,2,3
26,1991,4,15005,37719,2182,116,0,2,3
112,1991,19,18340,81070,3309,165,1,2,2
123,1991,19,34414,39345,3480,180,1,2,3
63,1991,16,9924,35831,2798,100,0,1,1
84,1991,18,17370,1.1399e+05,3131,140,1,2,2
128,1991,21,8174,31181,2717,116,0,2,2
55,1991,11,28961,4212,3013,150,1,2,2
114,1991,19,18057,1.7806e+05,3207,165,1,2,3
47,1991,9,44882,28754,3333,121,1,1,1
22,1991,3,27786,63297,3139,160,1,2,3
86,1991,18,21073,1.3938e+05,3821,150,1,1,2
130,1991,22,53456,5721,4015,262,1,3,4
108,1991,19,16435,1.317e+05,3127,198,1,3,3
131,1991,23,5475,6698,1870,67,0,1,1
35,1991,7,9643,18206,2220,100,0,2,2
78,1991,18,11126,1.3086e+05,2759,88,0,1,1
46,1991,9,34742,16722,2878,173,1,3,3
73,1991,16,23536,45378,3452,147,1,2,2
97,1991,19,12147,88090,2282,95,0,2,2
42,1991,7,38843,2406,3253,162,1,2,2
85,1991,18,18157,89950,3608,140,1,1,2
13,1991,2,13752,59449,2607,140,0,2,3
110,1991,19,16489,1.3797e+05,3189,160,1,2,2
116,1991,19,25726,17347,3462,165,1,2,2
44,1991,8,46373,26764,3530,208,1,3,3
49,1991,9,81169,5294,3991,238,1,3,3
16,1991,2,32916,26183,3174,222,1,3,4
67,1992,16,11555,60902,2815,100,0,1,1
21,1992,3,13941,40036,2566,105,0,2,2
127,1992,21,8262,1.0566e+05,2040,81,0,2,2
41,1992,7,34297,12576,2996,130,1,2,2
19,1992,3,11271,87737,2549,130,0,2,3
68,1992,16,13081,1.1394e+05,2938,100,0,1,1
116,1992,19,27207,20753,3462,165,1,2,2
94,1992,19,10355,1.2965e+05,2478,96,0,1,2
2,1992,1,8867,2.3958e+05,2338,107,0,2,2
100,1992,19,12192,97338,2508,121,0,2,2
118,1992,19,32905,2.3932e+05,3466,189,1,2,3
58,1992,13,13294,3683,2411,130,0,2,3
27,1992,4,30429,24003,3309,158,1,2,2
13,1992,2,15844,59303,2607,140,0,2,3
35,1992,7,9360,17891,2220,100,0,2,2
23,1992,4,9056,24121,2188,90,0,2,2
93,1992,19,8181,3.0998e+05,2447,95,1,1,2
117,1992,19,27783,28254,3463,181,1,2,3
80,1992,18,11303,74135,2559,102,0,2,2
130,1992,22,57821,6724,4015,262,1,3,4
121,1992,19,35623,9608,3347,165,1,2,2
44,1992,8,51189,32139,3530,208,1,3,3
107,1992,19,16322,1.587e+05,2839,110,1,1,2
112,1992,19,22433,97161,3309,165,1,2,2
8,1992,1,27396,9044,3338,200,1,3,3
108,1992,19,17974,1.5795e+05,3127,198,1,3,3
84,1992,18,19801,1.3666e+05,3131,140,1,2,2
131,1992,23,7263,6559,1870,67,1,1,1
104,1992,19,11151,2.2920e+05,3037,110,0,1,1
18,1992,3,5310,1.9661e+05,2076,70,0,1,1
30,1992,5,14217,1647,2455,106,0,2,2
98,1992,19,10024,1.3826e+05,2347,102,1,2,2
83,1992,18,19735,1.5028e+05,3545,140,1,2,2
55,1992,11,32321,5170,3013,150,1,2,2
89,1992,18,37794,28768,3779,247,1,3,4
91,1992,19,8219,66046,1576,55,1,1,1
88,1992,18,35069,2.1053e+05,4025,150,1,1,2
34,1992,7,9058,24124,2172,81,0,1,2
47,1992,9,49521,34350,3333,121,1,1,1
106,1992,19,13152,29885,2910,110,0,1,2
103,1992,19,14539,1.4012e+05,2736,110,0,2,2
56,1992,12,51798,3784,2998,208,1,3,4
10,1992,2,8274,52049,2304,94,0,2,2
126,1992,20,23758,1876,2451,120,0,2,2
122,1992,19,37388,31961,3426,180,1,2,3
79,1992,18,8701,2.7104e+05,2529,98,1,1,2
105,1992,19,15142,60278,2837,110,1,1,2
75,1992,18,9316,66059,1801,66,1,1,1
45,1992,8,61729,14687,3660,208,1,2,3
15,1992,2,30379,8876,3333,162,1,2,2
7,1992,1,27009,18145,3417,190,1,2,3
114,1992,19,19872,2.1364e+05,3134,165,1,2,3
62,1992,16,10152,1255,2271,81,0,1,1
97,1992,19,11815,87955,2237,95,1,2,2
57,1992,12,70694,5282,2942,247,1,3,4
54,1992,11,23294,6291,2743,128,1,2,2
128,1992,21,7783,31568,2717,116,0,2,2
129,1992,22,48209,5590,3817,234,1,3,3
51,1992,10,5318,52064,2205,81,0,1,1
85,1992,18,19805,1.0788e+05,3608,140,1,1,2
64,1992,16,10469,1.1706e+05,2798,100,0,1,1
72,1992,16,19983,41296,3143,141,1,2,2
73,1992,16,25865,54491,3452,147,1,2,2
53,1992,10,11822,42823,2667,102,0,1,2
59,1992,16,8485,41664,2194,81,0,1,1
66,1992,16,12260,42263,2524,92,0,1,1
4,1992,1,12978,82380,2471,103,0,2,2
101,1992,19,11084,81592,3107,140,0,2,2
92,1992,19,6763,40827,2101,74,0,1,1
24,1992,4,12917,30088,2560,110,0,2,2
52,1992,10,12253,62511,2524,92,1,1,1
74,1992,16,31644,18950,3570,150,1,2,2
125,1992,19,66983,5109,3446,200,1,3,3
123,1992,19,38431,47213,3480,180,1,2,3
76,1992,18,8533,3.6378e+05,2168,90,1,2,2
115,1992,19,24899,68054,3325,181,1,2,3
87,1992,18,20925,1.4396e+05,3832,157,1,2,2
70,1992,16,16739,13486,2968,150,0,2,3
25,1992,4,12215,67318,2610,110,0,2,2
6,1992,1,26080,31449,3164,156,1,2,2
61,1992,16,11894,69169,2615,93,0,1,1
65,1992,16,11246,95739,2798,100,0,1,1
12,1992,2,12190,4302,2388,90,0,1,2
42,1992,7,43291,2943,3253,162,1,2,2
113,1992,19,19130,1.43e+05,3248,165,1,2,3
50,1992,10,5835,4876,2336,83,0,1,1
90,1992,18,37566,89008,3663,140,1,1,2
39,1992,7,22682,6173,2612,108,1,2,2
31,1992,6,23432,45878,2919,114,1,1,2
38,1992,7,16506,9774,2307,94,1,2,2
37,1992,7,17453,25829,3985,134,1,1,1
20,1992,3,14465,5.2585e+05,2681,131,1,2,2
96,1992,19,11315,1.0821e+05,2551,110,0,2,2
33,1992,6,42269,12482,3303,158,1,2,2
16,1992,2,36219,31238,3174,222,1,3,4
78,1992,18,12084,1.3022e+05,2759,92,1,1,1
86,1992,18,23567,1.6698e+05,3821,150,1,1,2
102,1992,19,12303,40404,3028,140,0,2,2
95,1992,19,10564,3.496e+05,2635,95,1,1,1
120,1992,19,36559,88720,3607,170,1,2,2
109,1992,19,17817,2.1802e+05,3803,178,1,2,2
69,1992,16,15638,35485,2607,135,1,2,3
22,1992,3,31122,76158,3139,168,1,2,3
81,1992,18,11287,1.0798e+05,2730,110,0,2,2
60,1992,16,9844,34986,2610,93,1,1,1
77,1992,18,8806,36252,2240,86,0,1,2
40,1992,7,30992,4787,2740,130,1,2,2
26,1992,4,15888,37855,2182,121,0,2,3
99,1992,19,11828,2.1225e+05,2494,110,0,2,2
82,1992,18,14422,3.2897e+05,2956,90,1,1,1
3,1992,1,9691,3.5825e+05,2690,126,1,2,2
63,1992,16,10682,35950,2798,100,0,1,1
17,1992,2,47839,19763,3834,278,1,3,4
71,1992,16,16569,18945,3023,150,0,2,2
14,1992,2,21108,1.4185e+05,3125,160,1,2,3
111,1992,19,21243,1.2825e+05,3133,135,1,2,2
28,1992,5,6228,15119,1849,73,0,2,2
11,1992,2,11005,80454,2788,138,0,2,2
46,1992,9,38714,20166,2878,173,1,3,3
36,1992,7,11723,61227,2177,100,0,2,2
43,1992,8,30530,40630,2810,168,1,3,3
9,1992,1,43356,57991,3714,250,1,3,4
124,1992,19,39544,31485,3184,245,1,3,4
5,1992,1,16375,15153,2559,130,1,2,3
48,1992,9,77541,9294,3915,221,1,2,3
29,1992,5,13636,56386,2606,130,1,2,2
119,1992,19,32902,42529,4283,154,1,1,1
1,1992,1,6653,95253,2001,78,0,1,2
32,1992,6,25406,65158,2954,125,1,2,2
49,1992,9,89408,6387,3991,238,1,3,3
110,1992,19,19822,1.6544e+05,3189,160,1,2,2
